Print ISBN,eBook ISBN,File Name,Title,Subtitle,Contributor 1 Role,Contributor 1 Full Name,Contributor 2 Role,Contributor 2 Full Name,Contributor 3 Role,Contributor 3 Full Name,Contributor 4 Role,Contributor 4 Full Name,Contributor 5 Role,Contributor 5 Full Name,Contributor 6 Role,Contributor 6 Full Name,Contributor 7 Role,Contributor 7 Full Name,Price,Main Description
9781629635736,9781629635903,shout_your_abortion_9781629635903.pdf,Shout Your Abortion,,Edited by,Amelia Bonow,Edited by,Emily Nokes,Foreword by,Lindy West,,,,,,,,,24.95,"<p>Following the U.S. Congress&rsquo;s attempts to defund Planned Parenthood, the hashtag #ShoutYourAbortion became a viral conduit for abortion storytelling, receiving extensive media coverage and positioning real human experiences at the center of America&rsquo;s abortion debate for the very first time. The online momentum sparked a grassroots movement that has subsequently inspired countless individuals to share their abortion stories in art, media, and community events all over the country, and to begin building platforms for others to do the same.</p>
<p><em>Shout Your Abortion</em> is a collection of photos, essays, and creative work inspired by the movement of the same name, a template for building new communities of healing, and a call to action. Since SYA&rsquo;s inception, people all over the country have shared stories and begun organizing in a range of ways: making art, hosting comedy shows, creating abortion-positive clothing, altering billboards, starting conversations that had never happened before. This book documents some of these projects and illuminates the individuals who have breathed life into this movement, illustrating the profound liberatory and political power of defying shame and claiming sole authorship of our experiences. With <em>Roe vs. Wade</em> on the brink of reversal, the act of shouting one&rsquo;s abortion has become explicitly radical, and <em>Shout Your Abortion</em> is needed more urgently than ever before.</p>"
9781604860917,9781604864373,Signal_01_9781604864373.pdf,Signal: 01,A Journal of International Political Graphics & Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p><p>Highlights of the first volume of<em>Signal<em> include:<br />
<ul>
<li>The Future of Xicana Printmaking: Alec Dunn and Josh MacPhee interview the Taller Tupac Amaru (Favianna Rodriguez, Melanie Cervantes, and Jesus Barraza)</li>
<li>The Adventures of Red Rat: Alec Dunn interviews Johannes van de Weert</li>
<li>Hard Travelin&rsquo;: A photo essay with IMPEACH</li>
<li>Early 20th-Century Anarchist Imprints</li>
<li>Mexico 68: The Graphic Production of a Movement: Santiago Armengod interviews Felipe Hernandez Moreno</li>
<li>Adventure Playgrounds: A photo essay</li>
<li>Designing Anarchy: Dan Poyner interviews Rufus Segar</li>
</ul>
<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>"
9781604862980,9781604867534,Signal_02_9781604867534.pdf,Signal: 02,A Journal of International Political Graphics & Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p><p>Highlights of the second volume of<em>Signal<em> include:<br />
<ul>
<li>Anarchist Manga in Japan</li>
<li>Breaking Chains: Political Graphics and the Anti-Apartheid Struggle</li>
<li>Selling <em>Freedom</em>: Promotional Posters from the 1910s</li>
<li>Street Art, Oaxacan Struggle, and the Mexican Context</li>
<li>Covering the Wall: Revolutionary Murals in 1970s Portugal</li>
<li>R&oslash;de Mor: Danish printmaking, pop music, and politics</li>
</ul>
<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>"
9781604863628,9781604869026,Signal_03_9781604869026.pdf,Signal: 03,A Journal of International Political Graphics & Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p><p>Highlights of the third volume of<em>Signal<em> include:<br />
<ul>
<li>Sonic Internationalism: An Interview with Paredon Records Founder Barbara Dane</li>
<li>Game of Destruction: Deltor Stencils the Enemies of Socialism by Stephen Goddard</li>
<li>Organized Artists/Reproductive Resistance: Reflecting on the Medu Arts Ensemble</li>
<li>Quebec Spring: Striking Culture by David Widgington</li>
<li>Memories of Revolution: Yugoslav Partisan Memorials by Robert Burghardt and Gal Kirn</li>
</ul>
<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>"
9781629631066,9781629631325,Signal_04_9781629631325.pdf,Signal: 04,A Journal of International Political Graphics & Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p><p>Highlights of the fourth volume of<em>Signal<em> include:<br />
<ul>
<li>Imaging Palestine: Rochelle Davis and Emma Murphy take a look at Palestinian Affairs, one of the PLO&rsquo;s major publications</li>
<li>Fighting Fire with Water: Lincoln Cushing discusses the Bay Area Peace Navy&rsquo;s large-scale visual interventions</li>
<li>The Walls Speak Even If the Media Is Silent: Tennessee Watson documents a project made in response to the violence in Ju&aacute;rez</li>
<li>Revolutionary Continuum: Jared Davidson cracks open New Zealand&rsquo;s Kotare Trust Poster Archive</li>
<li>Kommune 1: Michael McCanne teases out the early years of West Germany&rsquo;s militant counterculture</li>
<li>Illustrating the 3rd World: Josh MacPhee interviews Max Karl Winkler, book cover designer for Three Continents Press</li>
<li>Dynamic Collectivity: Ryan Hayes traces the history of Toronto&rsquo;s Punchclock Printing Collective</li>
</ul>
<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>"
9781629631561,9781629632681,Signal_05_9781629632681.pdf,Signal: 05,A Journal of International Political Graphics & Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p><p>Highlights of the fifth volume of<em>Signal<em> include:<br />
<ul>
<li>The Club de Grabado de Montevideo: Georgia Phillips-Amos unearths printmaking under dictatorship</li>
<li>Three Print Collectives: Alec Dunn interviews Friends of Ibn Firnas, A3BC, and the Pangrok Sulap collective</li>
<li>Survival by Sharing&mdash;Printing over Profit: Josh MacPhee interviews Paul Werner about the history of New York City&rsquo;s Come!Unity Press</li>
<li>The Pyramid's Reign: Analyzing an enduring symbol of capitalism with Eric Triantafillou</li>
<li>Empty Forms&mdash;Occupied Homes: Marc Herbst looks at the intersection between movement design and the struggle for housing in Barcelona</li>
<li>Discs of the Gun: A trip through music and militancy in postwar Italy by Josh MacPhee</li>
</ul>
<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>"
9781629633879,9781629634630,Signal_06_9781629634630.pdf,Signal: 06,A Journal of International Political Graphics & Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p><p>Highlights of the sixth volume of<em>Signal<em> include:<br />

<ul>

<li>Basement Workshop: The Genesis of New York&rsquo;s Asian American Resistance Culture </li>

<li>Jamaa Al-Yad: An Interview with Daniel Drennan ElAwar </li>

<li>La Escuela de Cultura Popular Revolucionaria M&aacute;rtires del 68: Thirty Years of Collective Agitation in Mexico City </li>

<li>The Appalachian Movement Press </li>

<li>Adhesing Uprisings, and much more.</li>

</ul>

<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>"
9781629638669,9781629638904,signal_07_9781629638904.pdf,Signal: 07,A Journal of International Political Graphics and Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em>Signal</em> is an ongoing book series dedicated to documenting and sharing compelling graphics, art projects, and cultural movements of international resistance and liberation struggles. Artists and cultural workers have been at the center of upheavals and revolts the world over, from the painters and poets in the Paris Commune to the poster makers and street theatre performers of the recent Occupy movement. <em>Signal</em> will bring these artists and their work to a new audience, digging deep through our common history to unearth their images and stories. We have no doubt that Signal will come to serve as a unique and irreplaceable resource for activist artists and academic researchers, as well as an active forum for critique of the role of art in revolution.</p>



<p>In the US there is a tendency to focus only on the artworks produced within our shores or from English speaking producers. <em>Signal</em> reaches beyond those bounds, bringing material produced the world over, translated from dozens of languages and collected from both the present and decades past. Though it is a full-color printed publication, <em>Signal</em> is not limited to the graphic arts. Within its pages you will find political posters and fine arts, comics and murals, street art, site-specific works, zines, art collectives, documentation of performance and articles on the often overlooked but essential role all of these have played in struggles around the world.</p>



<p><strong>Highlights of the seventh volume of <em>Signal</em> include:</strong></p>



<ul>



<li>Philadelphia Printworks: Maryam Pugh discusses the legacy and future of Black political art with John Morrison</li>



<li>The Vinyl Records of Victor Jara: The world-wide impact of the nueva canci&oacute;n bard documented by Josh MacPhee</li>



<li>Spectacular Commodities: Mehdi el Hajoui explores the objects of the Situationist International</li>



<li>The Left Independistas: A fifty year retrospective of the graphics of the Catalan independence movement by Jordi Padr&oacute;</li>



<li>Hope in the Midst of Apathy: Vera Williams and the cover art of <em>Liberation</em> magazine by Alec Dunn</li>



<li>Dario and Maxi: Natalia Revale documents the transformation of a Buenos Aires metro station</li>



<li>We Will Break Open the Doors That Obscure the Sun: Erik Buelinckx uncovers the graphic work of the anarchist Belgian Expressionist Albert Daenens</li>



<li>Giving Voice to the Voiceless: Bill Berkowitz interviews California printer and poster maker Malaqu&iacute;as Montoya</li>



</ul>"
9781629635668,9781629633060,signal_08_9781629633060.pdf,Signal: 08,A Journal of International Political Graphics and Culture,Edited by,Josh MacPhee,Edited by,Alec Icky Dunn,,,,,,,,,,,14.95,"<p><em><b>Signal:08</b></em><b> collects and connects the culture and politics of international Black Power publishing</b>, the 1960s anarchist and antimilitarist illustrations of Vera Williams and Liberation magazine, memorializing those murdered by anti-Sikh violence in India, the agitprop of the Popular Front for the Liberation of Palestine, and the aesthetics and politics of a reenactment of the largest rebellion of enslaved people in US history. Crossing continents and communities, print and performance, <em>Signal</em> weaves a story of how culture is central to social transformation, both yesterday and today.</p>
<p><strong>Highlights of the eighth volume of <em>Signal</em> include:</strong></p>
<ul>
<li>Writing for the Revolution: Publishing and Designing Black Power Books by Andrew Fearnley</li>
<li>Hope in the Midst of Apathy: Liberation Magazine and the Covers of Vera Williams by Alec Dunn</li>
<li>Most of My Heroes: Stamps in Memory of Anti-Sikh Violence by Vijay S. Jodha &amp; S. Ravi</li>
<li>Our Code of Morals is Our Revolution: Agit Prop Travel Documents of the Popular Front for the Liberation of Palestine</li>
<li>Slave Rebellion Reenactment: An Interview with Dread Scott by Josh MacPhee<br><br></li>
</ul>"
9781629635507,9781629636955,silence_is_no_reaction_9781629636955.pdf,Silence Is No Reaction,Forty Years of Subhumans,Author,Ian Glasper,,,,,,,,,,,,,25.00,"<p><strong>Formed in Wiltshire, England, in 1980, the Subhumans are rightly held in high regard as one of the best punk rock bands to ever hail from the UK.</strong></p>
<p>Over the course of five timeless studio albums and just as many classic EPs, not to mention well over 1,000 gigs around the world, they have blended serious anarcho punk with a demented sense of humour and genuinely memorable tunes to create something quite unique and utterly compelling. For the first time ever, their whole story is told, straight from the recollections of every band member past and present, as well as a dizzying array of their closest friends and peers, with not a single stone left unturned. Bolstered with hundreds of flyers and exclusive photos, it’s the definitive account of the much-loved band.</p>"
9781629637037,9781629637679,silenced_by_sound_9781629637679.pdf,Silenced by Sound,The Music Meritocracy Myth,Author,Ian Brennan,Foreword by,Adebimpe Tunde,,,,,,,,,,,20.00,"<p>Popular culture has woven itself into the social fabric of our lives, penetrating people&rsquo;s homes and haunting their psyches through images and earworm hooks. Justice, at most levels, is something the average citizen may have little influence upon, leaving us feeling helpless and complacent. But pop music is a neglected arena where concrete change can occur&mdash;by exercising active and thoughtful choices to reject the low-hanging, omnipresent corporate fruit, we begin to rebalance the world, one engaged listener at a time.</p>
<p><em>Silenced by Sound: The Music Meritocracy Myth</em> is a powerful exploration of the challenges facing art, music, and media in the digital era. With his fifth book, producer, activist, and author Ian Brennan delves deep into his personal story to address the inequity of distribution in the arts globally. Brennan challenges music industry tycoons by skillfully demonstrating that there are millions of talented people around the world far more gifted than the superstars for whom billions of dollars are spent to promote the delusion that they have been blessed with unique genius.</p>
<p>We are invited to accompany the author on his travels, finding and recording music from some of the world&rsquo;s most marginalized peoples. In the breathtaking range of this book, our preconceived notions of art are challenged by musicians from South Sudan to Kosovo, as Brennan lucidly details his experiences recording music by the Tanzania Albinism Collective, the Zomba Prison Project, a &ldquo;witch camp&rdquo; in Ghana, the Vietnamese war veterans of Hanoi Masters, the Malawi Mouse Boys, the Canary Island whistlers, genocide survivors in both Cambodia and Rwanda, and more.</p>
<p><em>Silenced by Sound</em> is defined by muscular, terse, and poetic verse, and a nonlinear format rife with how-to tips and anecdotes. The narrative is driven and made corporeal via the author&rsquo;s ongoing field-recording chronicles, his memoir-like reveries, and the striking photographs that accompany these projects.</p>
<p>After reading it, you&rsquo;ll never hear quite the same again.</p>"
9781629638676,9781629638676,Simultaneous_Revolutions_9781629638676.jpg,Simultaneous Revolutions,(Poems),Author,G.H. Mosson,Author,Marcus Colasurdo,,,,,,,,,,,5.95,"<p><em>Simultaneous Revolutions</em> offers a meeting place for individual expression in this plague year where, forced to look within and stay afar, people can do both with these companion poems. With poems about Bob Dylan, contemporary singer Grimes, the Clash, Dolores O&rsquo;Riordan of the Cranberries, Allen Ginsberg, and also featuring voices from warehouse rave to the ignored alley, from the blurry highway to a couple&rsquo;s river-walk to a calm man&rsquo;s tilling, these poems offer a provocative panorama of our both ancient and neon times.</p>
<p style=""padding-left: 30px;"">Headed down the wounded highway<br />like a nurse on the same road,<br />don&rsquo;t know what the banners say today,<br />but sense the ill from the good.<br />&mdash;from &ldquo;Soulphone Ringing&rdquo;</p>
<p>Who hasn&rsquo;t traveled the revolutions of living? What would that map look like, as varied people chart their own ways to harbor? Find out by checking out <em>Simultaneous Revolutions</em>. <span>From the Lower East Side to the Lehigh River Gorge, from Standing Rock to Chesapeake Bay, from St. Louis to Vermont to San Francisco, <em>Simultaneous Revolutions</em> stands exactly at the broad confluence of a hundred nourishing, wild, wounded rivers&mdash;coming together&mdash;flowing to a gathering of power, becoming one</span>.</p>"
9781604860146,9781604861587,Sing_for_Your_Supper_9781604861587.pdf,Sing for Your Supper,"A DIY Guide to Playing Music, Writing Songs, and Booking Your Own Gigs",Author,David Rovics,,,,,,,,,,,,,5.95,"<p>Succinct and to the point, David Rovics demystifies the very different skills necessary to cultivate the arts of songwriting, guitar-playing and tour booking. In an era when the truly independent record label is virtually a thing of the past, Rovics explains how it&rsquo;s possible to make a living as a recording artist without a label. At a time when the corporate record industry is suing music fans for sharing music, Rovics explains why the internet is good for independent artists, and how to utilize its potential. For those hoping to get a major record deal and become rich and famous, look elsewhere. But if you&rsquo;re looking to make a living as an independent artist, this pamphlet is a must-read.</p>"
9781629630359,9781629630540,Sisters_of_the_Revolution_9781629630540.pdf,Sisters of the Revolution,A Feminist Speculative Fiction Anthology,Edited by,Ann VanderMeer,Edited by,Jeff VanderMeer,,,,,,,,,,,17.95,"<p><em>Sisters of the Revolution</em> gathers a highly curated selection of feminist speculative fiction (science fiction, fantasy, horror, and more) chosen by one of the most respected editorial teams in speculative literature today, the award-winning Ann and Jeff VanderMeer. Including stories from the 1970s to the present day, the collection seeks to expand the conversation about feminism while engaging the reader in a wealth of imaginative ideas.</p>
<p>From the literary heft of Angela Carter to the searing power of Octavia Butler, <em>Sisters of the Revolution</em> gathers daring examples of speculative fiction&rsquo;s engagement with feminism. Dark, satirical stories such as Eileen Gunn&rsquo;s &ldquo;Stable Strategies for Middle Management&rdquo; and the disturbing horror of James Tiptree Jr.&rsquo;s &ldquo;The Screwfly Solution&rdquo; reveal the charged intensity at work in the field. Including new, emerging voices like Nnedi Okorafor and featuring international contributions from Angelica Gorodischer and many more, <em>Sisters of the Revolution</em> seeks to expand the ideas of both contemporary fiction and feminism to new fronts. Moving from the fantastic to the futuristic, the subtle to the surreal, these stories will provoke thoughts and emotions about feminism like no other book available today.</p>
<p>Contributors include: Angela Carter, Angelica Gorodischer, Anne Richter, Carol Emshwiller, Catherynne M. Valente, Eileen Gunn, Eleanor Arnason, Elizabeth Vonarburg, Hiromi Goto, James Tiptree Jr., Joanna Russ, Karin Tidbeck, Kelley Eskridge, Kelly Barnhill, Kit Reed, L. Timmel Duchamp, Leena Krohn, Leonora Carrington, Nalo Hopkinson, Nnedi Okorafor, Octavia Butler, Pamela Sargent, Pat Murphy, Rachel Swirsky, Rose Lemberg, Susan Palwick, Tanith Lee, Ursula K. Le Guin, and Vandana Singh.</p>"
9781629635088,9781629635224,slingshot_postcards_9781629635224.pdf,Slingshot,40 Postcards by Eric Drooker,Artist,Eric Drooker,,,,,,,,,,,,,19.95,"<p>Disguised as a book of innocent postcards,<em> Slingshot</em> is a dangerous collection of Eric Drooker&rsquo;s most notorious posters. Plastered on brick walls from New York to Berlin, tattooed on bodies from Kansas to Mexico City, Drooker&rsquo;s graphics continue to infiltrate and inflame the body politic. Drooker is the author of two graphic novels, <em>Flood! A Novel in Pictures</em> (winner of the American Book Award), and <em>Blood Song: A Silent Ballad</em>. He collaborated with Beat poet Allen Ginsberg on the underground classic <em>Illuminated Poems</em>. His provocative art has appeared on countless posters and book covers, and his hard-edged graphics are a familiar sight on street corners throughout the world. Eric Drooker is a third-generation New Yorker, born and raised on Manhattan Island. His paintings are frequently seen on covers of the New Yorker and hang in various art collections throughout the U.S. and Europe.</p>"
9781629635828,9781629635972,slow_burning_fuse_9781629635972.pdf,Slow Burning Fuse,The Lost History of the British Anarchists,Author,John Quail,Afterword by,Constance Bantman,Notes by,Nick Heath,,,,,,,,,27.95,"<p>In the accounts of the radical movements that have shaped our history, anarchism has received a raw deal. Its visions and aims have been distorted and misunderstood, its achievements forgotten. The British anarchist movement during the years 1880&ndash;1930, while borrowing from Europe, was self-actuated and independent, with a vibrant tale all its own.</p>
<p>In <em>The Slow Burning Fuse</em>, John Quail shows a history largely obscured and rewritten following 1919 and the triumph of Leninist communism. The time has arrived to resurrect the works of the early anarchist clubs, their unsung heroes, tumultuous political activities, and searing manifestos so that a truer image of radical dissent and history can be formed. Quail&rsquo;s story of the anarchists is one of utopias created in imagination and half-realised in practice, of individual fights and movements for freedom and self-expression&mdash;a story still being written today.</p>"
9781604866810,9781604868746,Snitch_World_9781604868746.pdf,Snitch World,,Author,Jim Nisbet,,,,,,,,,,,,,14.95,"<p>&ldquo;The Miata jumped the curb and sheared off a light pole. The impact deployed the airbags, but Chainbang was ready. He knifed Klinger&rsquo;s before it was fully inflated and his own before it could crush the glass pipe in his breast pocket. The six-inch blade went through the nylon like a pit bull through a kindergarten.&rdquo;</p>
<p><em>Snitch World</em> takes place in a San Francisco of menacing technology, where the old cons come up short and the crimes of the gritty night have morphed into slick capers pulled off by the glow of a smartphone.</p>
<p>Klinger hangs out at the Hawse Hole, a sordid dive even by Tenderloin standards. All he really wants is enough cash to buy a cup of coffee, some cigarettes, a bug-free hotel room. The simple act of picking a carefully targeted mark&rsquo;s pocket initiates a series of events that get stranger and more dangerous by the moment. Jim Nisbet, with his characteristic humor and brilliant prose, creates a world where trust, and even cash, are the avatars of a loser&rsquo;s game.</p>
<p>This is <em>Snitch World</em>, where a nine-dollar app can be as deadly as a dirty needle.</p>
<p>Also included is a recent interview with Jim Nisbet, in conversation with Patrick Marks, owner and publisher of San Francisco&rsquo;s The Green Arcade, talking about writing, books, and technology.</p>"
9781604860511,9781604863437,Sober_Living_for_the_Revolution_9781604863437.pdf,Sober Living for the Revolution,"Hardcore Punk, Straight Edge, and
Radical Politics",Edited by,Gabriel Kuhn,,,,,,,,,,,,,22.95,"<p>Straight edge has persisted as a drug-free, hardcore punk subculture for 25 years. Its political legacy, however, remains ambiguous&mdash;often associated with self-righteous macho posturing and conservative puritanism. While certain elements of straight edge culture feed into such perceptions, the movement&rsquo;s political history is far more complex.</p>
<p>Since straight edge&rsquo;s origins in Washington, DC, in the early 1980s, it has been linked to radical thought and action by countless individuals, bands, and entire scenes worldwide. <em>Sober Living for the Revolution</em> traces this history.</p>
<p>It includes contributions&mdash;in the form of in-depth interviews, essays, and manifestos&mdash;by numerous artists and activists connected to straight edge, from Ian MacKaye (Minor Threat/Fugazi) and Mark Andersen (<em>Dance of Days</em>/Positive Force DC) to Dennis Lyxz&eacute;n (Refused/The (International) Noise Conspiracy) and Andy Hurley (Racetraitor/Fall Out Boy), from bands such as ManLiftingBanner and Point of No Return to feminist and queer initiatives, from radical collectives like CrimethInc. and Alpine Anarchist Productions to the Emancypunx project and many others dedicated as much to sober living as to the fight for a better world.</p>"
9781629635729,9781629635897,soccer_vs_state_2nd_9781629636252.pdf,Soccer vs. the State,Tackling Football and Radical Politics,Author,Gabriel Kuhn,Foreword by,Boff Whalley,,,,,,,,,,,20.00,"<p>Soccer has turned into a multi-billion-dollar industry. Professionalism and commercialization dominate its global image. Yet the game retains a rebellious side, maybe more so than any other sport co-opted by moneymakers and corrupt politicians. From its roots in working-class England to political protests by players and fans, and a current radical soccer underground, the notion of football as the &ldquo;people&rsquo;s game&rdquo; has been kept alive by numerous individuals, teams, and communities.</p>
<p>This book not only traces this history but also reflects on common criticisms&mdash;that soccer ferments nationalism, serves right-wing powers, and fosters competitiveness&mdash;exploring alternative perspectives and practical examples of egalitarian DIY soccer. <em>Soccer vs. the State</em> serves both as an orientation for the politically conscious football supporter and as an inspiration for those who try to pursue the love of the game away from televisions and big stadiums, bringing it to back alleys and muddy pastures.</p>
<p>This second edition has been expanded to cover events of recent years, including the involvement of soccer fans in the Middle Eastern uprisings of 2011&ndash;2013, the FIFA scandal of 2015, and the 2017 strike by the Danish women&rsquo;s team.</p>"
9781604863925,9781604869040,Socialist_and_Labor_Songs_9781604869040.pdf,Socialist and Labor Songs,An International Revolutionary Songbook,Edited by,Elizabeth Morgan,Preface by,Utah Phillips,,,,,,,,,,,14.95,"<p>Seventy-seven songs&mdash;with words and sheet music&mdash;of solidarity, revolt, humor, and revolution. Compiled from several generations in America, and from around the world, they were originally written in English, Danish, French, German, Italian, Spanish, Russian, and Yiddish.</p>
<p>From IWW anthems such as &ldquo;The Preacher and the Slave&rdquo; to Lenin&rsquo;s favorite 1905 revolutionary anthem &ldquo;Whirlwinds of Danger,&rdquo; many works by the world&rsquo;s greatest radical songwriters are anthologized herein: Edith Berkowitz, Bertolt Brecht, Ralph Chaplin, James Connolly, Havelock Ellis, Emily Fine, Arturo Giovannitti, Joe Hill, Langston Hughes, William Morris, James Oppenheim, Teresina Rowell, Anna Garlin Spencer, Maurice Sugar&mdash;and dozens more.</p>
<p>Old favorites and hidden gems, to once again energize and accompany picket lines, demonstrations, meetings, sit-ins, marches, and May Day parades.</p>"
